user_term,standard_symptom,language
hamra ke bahut besi runny nose ba,runny_nose,Roman Bhojpuri
babuji ke bahut besi runny nose ba,runny_nose,Roman Bhojpuri
deh me bahut besi runny nose ba lagta,runny_nose,Roman Bhojpuri
man thik naikhe runny nose ba,runny_nose,Roman Bhojpuri
hamra ke man thik naikhe runny nose ba,runny_nose,Roman Bhojpuri
babuji ke man thik naikhe runny nose ba,runny_nose,Roman Bhojpuri
deh me man thik naikhe runny nose ba lagta,runny_nose,Roman Bhojpuri
sneezing,sneezing,English
suffering from sneezing,sneezing,English
feeling sneezing,sneezing,English
mild sneezing,sneezing,English
i have sneezing,sneezing,English
suffering from i have sneezing,sneezing,English
feeling i have sneezing,sneezing,English
mild i have sneezing,sneezing,English
severe sneezing,sneezing,English
suffering from severe sneezing,sneezing,English
feeling severe sneezing,sneezing,English
mild severe sneezing,sneezing,English
sneezinging,sneezing,English
suffering from sneezinging,sneezing,English
feeling sneezinging,sneezing,English
mild sneezinging,sneezing,English
मुझे sneezing महसूस हो रहा है,sneezing,Hindi
लगातार sneezing,sneezing,Hindi
मुझे sneezing है,sneezing,Hindi
मुझे मुझे sneezing है महसूस हो रहा है,sneezing,Hindi
लगातार मुझे sneezing है,sneezing,Hindi
बहुत तेज sneezing,sneezing,Hindi
मुझे बहुत तेज sneezing महसूस हो रहा है,sneezing,Hindi
लगातार बहुत तेज sneezing,sneezing,Hindi
sneezing की शिकायत है,sneezing,Hindi
मुझे sneezing की शिकायत है महसूस हो रहा है,sneezing,Hindi
लगातार sneezing की शिकायत है,sneezing,Hindi
sir mujhe sneezing ho gaya hai,sneezing,Hinglish
sneezing ki problem hai,sneezing,Hinglish
bhaiya sneezing thik nhi ho rha,sneezing,Hinglish
mujhe sneezing hai,sneezing,Hinglish
sir mujhe mujhe sneezing hai ho gaya hai,sneezing,Hinglish
mujhe sneezing hai ki problem hai,sneezing,Hinglish
bhaiya mujhe sneezing hai thik nhi ho rha,sneezing,Hinglish
bahut jyada sneezing,sneezing,Hinglish
sir mujhe bahut jyada sneezing ho gaya hai,sneezing,Hinglish
bahut jyada sneezing ki problem hai,sneezing,Hinglish
bhaiya bahut jyada sneezing thik nhi ho rha,sneezing,Hinglish
sneezing ho rha h,sneezing,Hinglish
sir mujhe sneezing ho rha h ho gaya hai,sneezing,Hinglish
sneezing ho rha h ki problem hai,sneezing,Hinglish
bhaiya sneezing ho rha h thik nhi ho rha,sneezing,Hinglish
sneezing h,sneezing,Hinglish
sir mujhe sneezing h ho gaya hai,sneezing,Hinglish
sneezing h ki problem hai,sneezing,Hinglish
bhaiya sneezing h thik nhi ho rha,sneezing,Hinglish
sneezing बा,sneezing,Bhojpuri
हमरा के sneezing बा बा,sneezing,Bhojpuri
परेशान बानी sneezing बा से,sneezing,Bhojpuri
हमरा sneezing बा,sneezing,Bhojpuri
हमरा के हमरा sneezing बा बा,sneezing,Bhojpuri
परेशान बानी हमरा sneezing बा से,sneezing,Bhojpuri
देहिया में sneezing बा,sneezing,Bhojpuri
हमरा के देहिया में sneezing बा बा,sneezing,Bhojpuri
परेशान बानी देहिया में sneezing बा से,sneezing,Bhojpuri
बहुत बेसी sneezing बा,sneezing,Bhojpuri
हमरा के बहुत बेसी sneezing बा बा,sneezing,Bhojpuri
परेशान बानी बहुत बेसी sneezing बा से,sneezing,Bhojpuri
sneezing ba,sneezing,Roman Bhojpuri
hamra ke sneezing ba,sneezing,Roman Bhojpuri
babuji ke sneezing ba,sneezing,Roman Bhojpuri
deh me sneezing ba lagta,sneezing,Roman Bhojpuri
hamra sneezing ba,sneezing,Roman Bhojpuri
hamra ke hamra sneezing ba,sneezing,Roman Bhojpuri
babuji ke hamra sneezing ba,sneezing,Roman Bhojpuri
deh me hamra sneezing ba lagta,sneezing,Roman Bhojpuri
dehiya me sneezing ba,sneezing,Roman Bhojpuri
hamra ke dehiya me sneezing ba,sneezing,Roman Bhojpuri
babuji ke dehiya me sneezing ba,sneezing,Roman Bhojpuri
deh me dehiya me sneezing ba lagta,sneezing,Roman Bhojpuri
bahut besi sneezing ba,sneezing,Roman Bhojpuri
hamra ke bahut besi sneezing ba,sneezing,Roman Bhojpuri
babuji ke bahut besi sneezing ba,sneezing,Roman Bhojpuri
deh me bahut besi sneezing ba lagta,sneezing,Roman Bhojpuri
man thik naikhe sneezing ba,sneezing,Roman Bhojpuri
hamra ke man thik naikhe sneezing ba,sneezing,Roman Bhojpuri
babuji ke man thik naikhe sneezing ba,sneezing,Roman Bhojpuri
deh me man thik naikhe sneezing ba lagta,sneezing,Roman Bhojpuri
sore throat,sore_throat,English
suffering from sore throat,sore_throat,English
feeling sore throat,sore_throat,English
mild sore throat,sore_throat,English
i have sore throat,sore_throat,English
suffering from i have sore throat,sore_throat,English
feeling i have sore throat,sore_throat,English
mild i have sore throat,sore_throat,English
severe sore throat,sore_throat,English
suffering from severe sore throat,sore_throat,English
feeling severe sore throat,sore_throat,English
mild severe sore throat,sore_throat,English
sore throating,sore_throat,English
suffering from sore throating,sore_throat,English
feeling sore throating,sore_throat,English
mild sore throating,sore_throat,English
sorethroat,sore_throat,English
suffering from sorethroat,sore_throat,English
feeling sorethroat,sore_throat,English
mild sorethroat,sore_throat,English
मुझे sore throat महसूस हो रहा है,sore_throat,Hindi
लगातार sore throat,sore_throat,Hindi
मुझे sore throat है,sore_throat,Hindi
मुझे मुझे sore throat है महसूस हो रहा है,sore_throat,Hindi
लगातार मुझे sore throat है,sore_throat,Hindi
बहुत तेज sore throat,sore_throat,Hindi
मुझे बहुत तेज sore throat महसूस हो रहा है,sore_throat,Hindi
लगातार बहुत तेज sore throat,sore_throat,Hindi
sore throat की शिकायत है,sore_throat,Hindi
मुझे sore throat की शिकायत है महसूस हो रहा है,sore_throat,Hindi
लगातार sore throat की शिकायत है,sore_throat,Hindi
sir mujhe sore throat ho gaya hai,sore_throat,Hinglish
sore throat ki problem hai,sore_throat,Hinglish
bhaiya sore throat thik nhi ho rha,sore_throat,Hinglish
mujhe sore throat hai,sore_throat,Hinglish
sir mujhe mujhe sore throat hai ho gaya hai,sore_throat,Hinglish
mujhe sore throat hai ki problem hai,sore_throat,Hinglish
bhaiya mujhe sore throat hai thik nhi ho rha,sore_throat,Hinglish
bahut jyada sore throat,sore_throat,Hinglish
sir mujhe bahut jyada sore throat ho gaya hai,sore_throat,Hinglish
bahut jyada sore throat ki problem hai,sore_throat,Hinglish
bhaiya bahut jyada sore throat thik nhi ho rha,sore_throat,Hinglish
sore throat ho rha h,sore_throat,Hinglish
sir mujhe sore throat ho rha h ho gaya hai,sore_throat,Hinglish
sore throat ho rha h ki problem hai,sore_throat,Hinglish
bhaiya sore throat ho rha h thik nhi ho rha,sore_throat,Hinglish
sore throat h,sore_throat,Hinglish
sir mujhe sore throat h ho gaya hai,sore_throat,Hinglish
sore throat h ki problem hai,sore_throat,Hinglish
bhaiya sore throat h thik nhi ho rha,sore_throat,Hinglish
sore throat बा,sore_throat,Bhojpuri
हमरा के sore throat बा बा,sore_throat,Bhojpuri
परेशान बानी sore throat बा से,sore_throat,Bhojpuri
हमरा sore throat बा,sore_throat,Bhojpuri
हमरा के हमरा sore throat बा बा,sore_throat,Bhojpuri
परेशान बानी हमरा sore throat बा से,sore_throat,Bhojpuri
देहिया में sore throat बा,sore_throat,Bhojpuri
हमरा के देहिया में sore throat बा बा,sore_throat,Bhojpuri
परेशान बानी देहिया में sore throat बा से,sore_throat,Bhojpuri
बहुत बेसी sore throat बा,sore_throat,Bhojpuri
हमरा के बहुत बेसी sore throat बा बा,sore_throat,Bhojpuri
परेशान बानी बहुत बेसी sore throat बा से,sore_throat,Bhojpuri
sore throat ba,sore_throat,Roman Bhojpuri
hamra ke sore throat ba,sore_throat,Roman Bhojpuri
babuji ke sore throat ba,sore_throat,Roman Bhojpuri
deh me sore throat ba lagta,sore_throat,Roman Bhojpuri
hamra sore throat ba,sore_throat,Roman Bhojpuri
hamra ke hamra sore throat ba,sore_throat,Roman Bhojpuri
babuji ke hamra sore throat ba,sore_throat,Roman Bhojpuri
deh me hamra sore throat ba lagta,sore_throat,Roman Bhojpuri
dehiya me sore throat ba,sore_throat,Roman Bhojpuri
hamra ke dehiya me sore throat ba,sore_throat,Roman Bhojpuri
babuji ke dehiya me sore throat ba,sore_throat,Roman Bhojpuri
deh me dehiya me sore throat ba lagta,sore_throat,Roman Bhojpuri
bahut besi sore throat ba,sore_throat,Roman Bhojpuri
hamra ke bahut besi sore throat ba,sore_throat,Roman Bhojpuri
babuji ke bahut besi sore throat ba,sore_throat,Roman Bhojpuri
deh me bahut besi sore throat ba lagta,sore_throat,Roman Bhojpuri
man thik naikhe sore throat ba,sore_throat,Roman Bhojpuri
hamra ke man thik naikhe sore throat ba,sore_throat,Roman Bhojpuri
babuji ke man thik naikhe sore throat ba,sore_throat,Roman Bhojpuri
deh me man thik naikhe sore throat ba lagta,sore_throat,Roman Bhojpuri
body pain,body_pain,English
suffering from body pain,body_pain,English
feeling body pain,body_pain,English
mild body pain,body_pain,English
i have body pain,body_pain,English
suffering from i have body pain,body_pain,English
feeling i have body pain,body_pain,English
mild i have body pain,body_pain,English
severe body pain,body_pain,English
suffering from severe body pain,body_pain,English
feeling severe body pain,body_pain,English
mild severe body pain,body_pain,English
body paining,body_pain,English
suffering from body paining,body_pain,English
feeling body paining,body_pain,English
mild body paining,body_pain,English
bodypain,body_pain,English
suffering from bodypain,body_pain,English
feeling bodypain,body_pain,English
mild bodypain,body_pain,English
body दर्द,body_pain,Hindi
मुझे body दर्द महसूस हो रहा है,body_pain,Hindi
लगातार body दर्द,body_pain,Hindi
मुझे body दर्द है,body_pain,Hindi
मुझे मुझे body दर्द है महसूस हो रहा है,body_pain,Hindi
लगातार मुझे body दर्द है,body_pain,Hindi
बहुत तेज body दर्द,body_pain,Hindi
मुझे बहुत तेज body दर्द महसूस हो रहा है,body_pain,Hindi
लगातार बहुत तेज body दर्द,body_pain,Hindi
body दर्द की शिकायत है,body_pain,Hindi
मुझे body दर्द की शिकायत है महसूस हो रहा है,body_pain,Hindi
लगातार body दर्द की शिकायत है,body_pain,Hindi
body dard,body_pain,Hinglish
sir mujhe body dard ho gaya hai,body_pain,Hinglish
body dard ki problem hai,body_pain,Hinglish
bhaiya body dard thik nhi ho rha,body_pain,Hinglish
mujhe body dard hai,body_pain,Hinglish
sir mujhe mujhe body dard hai ho gaya hai,body_pain,Hinglish
mujhe body dard hai ki problem hai,body_pain,Hinglish
bhaiya mujhe body dard hai thik nhi ho rha,body_pain,Hinglish
bahut jyada body dard,body_pain,Hinglish
sir mujhe bahut jyada body dard ho gaya hai,body_pain,Hinglish
bahut jyada body dard ki problem hai,body_pain,Hinglish
bhaiya bahut jyada body dard thik nhi ho rha,body_pain,Hinglish
body dard ho rha h,body_pain,Hinglish
sir mujhe body dard ho rha h ho gaya hai,body_pain,Hinglish
body dard ho rha h ki problem hai,body_pain,Hinglish
bhaiya body dard ho rha h thik nhi ho rha,body_pain,Hinglish
body dard h,body_pain,Hinglish
sir mujhe body dard h ho gaya hai,body_pain,Hinglish
body dard h ki problem hai,body_pain,Hinglish
bhaiya body dard h thik nhi ho rha,body_pain,Hinglish
body में दरद बा,body_pain,Bhojpuri
हमरा के body में दरद बा बा,body_pain,Bhojpuri
परेशान बानी body में दरद बा से,body_pain,Bhojpuri
हमरा body में दरद बा,body_pain,Bhojpuri
हमरा के हमरा body में दरद बा बा,body_pain,Bhojpuri
परेशान बानी हमरा body में दरद बा से,body_pain,Bhojpuri
देहिया में body में दरद बा,body_pain,Bhojpuri
हमरा के देहिया में body में दरद बा बा,body_pain,Bhojpuri
परेशान बानी देहिया में body में दरद बा से,body_pain,Bhojpuri
बहुत बेसी body में दरद बा,body_pain,Bhojpuri
हमरा के बहुत बेसी body में दरद बा बा,body_pain,Bhojpuri
परेशान बानी बहुत बेसी body में दरद बा से,body_pain,Bhojpuri
body me darad ba,body_pain,Roman Bhojpuri
hamra ke body me darad ba,body_pain,Roman Bhojpuri
babuji ke body me darad ba,body_pain,Roman Bhojpuri
deh me body me darad ba lagta,body_pain,Roman Bhojpuri
hamra body me darad ba,body_pain,Roman Bhojpuri
hamra ke hamra body me darad ba,body_pain,Roman Bhojpuri
babuji ke hamra body me darad ba,body_pain,Roman Bhojpuri
deh me hamra body me darad ba lagta,body_pain,Roman Bhojpuri
dehiya me body me darad ba,body_pain,Roman Bhojpuri
hamra ke dehiya me body me darad ba,body_pain,Roman Bhojpuri
babuji ke dehiya me body me darad ba,body_pain,Roman Bhojpuri
deh me dehiya me body me darad ba lagta,body_pain,Roman Bhojpuri
bahut besi body me darad ba,body_pain,Roman Bhojpuri
